guid,label,output
unholy88_chunk1_1,Hungarian,Serbian
unholy88_chunk1_2,Hungarian,Hungarian
unholy88_chunk1_3,Hungarian,Hungarian
unholy88_chunk1_4,Hungarian,Hungarian
unholy88_chunk2_0,Hungarian,Romanian
unholy88_chunk2_1,Hungarian,Portuguese
unholy88_chunk2_2,Hungarian,Czech
unholy88_chunk2_3,Hungarian,Hungarian
unholy88_chunk2_4,Hungarian,Hungarian
unholy88_chunk3_0,Hungarian,Romanian
unholy88_chunk3_1,Hungarian,Hungarian
unholy88_chunk3_2,Hungarian,Hungarian
unholy88_chunk3_3,Hungarian,Hungarian
unholy88_chunk3_4,Hungarian,Swedish
vooffle_chunk1_0,Finish,Swedish
vooffle_chunk1_1,Finish,Finish
vooffle_chunk1_2,Finish,Finish
vooffle_chunk1_3,Finish,English
vooffle_chunk1_4,Finish,English
walkdownstairs_chunk1_0,Portuguese,Romanian
walkdownstairs_chunk1_1,Portuguese,Swedish
walkdownstairs_chunk1_2,Portuguese,Portuguese
walkdownstairs_chunk1_3,Portuguese,Portuguese
wolf3521_chunk1_0,Croatian,Croatian
wolf3521_chunk1_1,Croatian,Croatian
wolf3521_chunk1_2,Croatian,Bulgarian
wolf3521_chunk1_3,Croatian,Croatian
wolf3521_chunk1_4,Croatian,Croatian
wolf3521_chunk2_0,Croatian,Croatian
wolf3521_chunk2_1,Croatian,English
wolf3521_chunk2_2,Croatian,Polish
wolf3521_chunk2_3,Croatian,Polish
wolf3521_chunk2_4,Croatian,Russian
wolf3521_chunk3_0,Croatian,Croatian
wolf3521_chunk3_1,Croatian,Croatian
wolf3521_chunk3_2,Croatian,Croatian
wolf3521_chunk3_3,Croatian,Estonian
wolf3521_chunk3_4,Croatian,Hungarian
xaphere_chunk1_0,Bulgarian,Bulgarian
xaphere_chunk1_1,Bulgarian,Bulgarian
xaphere_chunk1_2,Bulgarian,Slovenian
xaphere_chunk2_0,Bulgarian,Slovenian
xaphere_chunk2_1,Bulgarian,Bulgarian
xaphere_chunk2_2,Bulgarian,Greek
xaphere_chunk3_0,Bulgarian,Bulgarian
xaphere_chunk3_1,Bulgarian,Polish
xaphere_chunk3_2,Bulgarian,Polish
xfLyFPS_chunk1_0,Estonian,Swedish
xfLyFPS_chunk1_1,Estonian,Bulgarian
xfLyFPS_chunk1_2,Estonian,Estonian
xfLyFPS_chunk1_3,Estonian,Bulgarian
xfLyFPS_chunk1_4,Estonian,French
xfLyFPS_chunk2_0,Estonian,Swedish
xfLyFPS_chunk2_1,Estonian,French
xfLyFPS_chunk2_2,Estonian,Estonian
xfLyFPS_chunk2_3,Estonian,Dutch
xfLyFPS_chunk3_0,Estonian,English
xfLyFPS_chunk3_1,Estonian,French
xfLyFPS_chunk3_2,Estonian,Estonian
xfLyFPS_chunk3_3,Estonian,Croatian
xmnstr_chunk1_0,Swedish,Swedish
xmnstr_chunk1_1,Swedish,Swedish
xmnstr_chunk1_2,Swedish,Slovenian
xmnstr_chunk2_0,Swedish,Swedish
xmnstr_chunk2_1,Swedish,Swedish
xmnstr_chunk2_2,Swedish,Swedish
xmnstr_chunk3_0,Swedish,Swedish
xmnstr_chunk3_1,Swedish,Swedish
xmnstr_chunk3_2,Swedish,Slovenian
yabsg_chunk1_0,Turkish,Turkish
yabsg_chunk1_1,Turkish,Turkish
yabsg_chunk1_2,Turkish,Turkish
yabsg_chunk2_0,Turkish,Turkish
yabsg_chunk2_1,Turkish,German
yabsg_chunk2_2,Turkish,Turkish
yabsg_chunk2_3,Turkish,Turkish
yabsg_chunk3_0,Turkish,Turkish
yabsg_chunk3_1,Turkish,Turkish
yabsg_chunk3_2,Turkish,Turkish
ydarn1k_chunk1_0,Russian,Russian
ydarn1k_chunk1_1,Russian,Russian
ydarn1k_chunk1_2,Russian,Estonian
ydarn1k_chunk1_3,Russian,Russian
ydarn1k_chunk2_0,Russian,Estonian
ydarn1k_chunk2_1,Russian,Russian
ydarn1k_chunk2_2,Russian,Russian
ydarn1k_chunk2_3,Russian,Dutch
ydarn1k_chunk3_0,Russian,Russian
ydarn1k_chunk3_1,Russian,Russian
ydarn1k_chunk3_2,Russian,Russian
ydarn1k_chunk3_3,Russian,Russian
yoshi570_chunk1_0,French,Lithuanian
yoshi570_chunk1_1,French,French
yoshi570_chunk1_2,French,French
yoshi570_chunk2_0,French,French
yoshi570_chunk2_1,French,French
yoshi570_chunk2_2,French,Italian
yoshi570_chunk2_3,French,French
ziolb_chunk1_0,English,English
ziolb_chunk1_1,English,English
ziolb_chunk1_2,English,English
ziolb_chunk1_3,English,English
ziolb_chunk1_4,English,English
zmajtolovaj_chunk1_0,Slovenian,Slovenian
zmajtolovaj_chunk1_1,Slovenian,Slovenian
zmajtolovaj_chunk1_2,Slovenian,Slovenian
zmajtolovaj_chunk1_3,Slovenian,Slovenian
zmajtolovaj_chunk1_4,Slovenian,Slovenian
zsnajorrah_chunk1_0,Dutch,Dutch
zsnajorrah_chunk1_1,Dutch,Dutch
zsnajorrah_chunk1_2,Dutch,English
